split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,injected_noise,dataset,model,rep,_task_model,_task_dataset,_task_rep,_task_strategy,_source
test,legacy,0.1,4,913,0.5500596349109544,-0.501656733566593,-1.6756991267812982,-1.251618605532216,1.6989321439594531,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,914,0.7206796712178721,0.6319387599742688,0.7676644656062175,-0.5765371598904625,-1.3028387118583602,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,915,1.4890054378019464,-0.40964245611351524,0.4823386118882097,-0.3530185788690758,1.3919709214634175,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,916,-2.4902396804391174,-0.935603816705317,0.5983238200075243,-0.9352449765180864,0.36090868868244574,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,917,2.4292384147273185,-2.7581593863602825,-1.0375646396766296,-0.7004777633398052,1.6248528464794323,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,918,-1.9330844508366822,0.36668523530921476,0.08146298112376171,-2.015310910963509,-0.010197403110092547,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,919,-1.29749814272068,1.7877546357106169,0.8351910950993395,0.7489645886778179,1.4003285891579829,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,920,-0.867340807352126,-0.560922784667369,-1.9605456992389636,-1.1802345414702005,-1.3567450864957429,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,921,-0.7113009613143115,-0.9912813972626685,-0.19615911211826387,0.13902450202758634,-0.8343892962023,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,922,-0.02564290091511084,2.8656778516286896,-0.48772696629770096,-0.19568578907599657,-1.4640853269523413,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,923,1.502459124954256,0.7191131588221985,0.32489039318419527,-1.2053103488352908,0.004510398307763325,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,924,1.0715636552602004,-0.5576597694818786,1.630563611615965,-0.6105058416068924,-1.46496176820517,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,925,-0.041630960949348296,-0.09974887154758799,-0.27374148007077564,-0.35836586354764116,0.6319000594738609,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,926,-0.8094251798689015,0.0359400576151438,0.18065467176369263,-1.9032188163557835,-0.19227117803752555,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,927,-0.5847817123184155,-0.9809920640516248,-0.10814566127961082,0.8443755491419532,-1.108708260515296,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,928,0.23633163496362847,-1.654240185710774,2.207118541904927,-0.08514736935707676,0.9854625620984526,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,929,-1.030112811058812,1.2272305311485274,-0.3229100879645408,0.9350225020430127,-1.7078867144700027,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,930,-0.6629611269831235,-3.357630785172321,-0.8600228542495333,-0.33451657537329,-0.22206716986698666,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,931,0.2014087375236961,-0.2604527911778372,-0.36364235493897296,-0.8634480841123173,1.6393726803593012,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,932,0.8868750012600121,-0.0862051212379795,1.5232042909784054,-0.6351982572897791,0.4699975601435207,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,933,1.2974180461459588,1.4814936099626472,-0.5136125973668477,1.8395641984715736,-0.16025324080873998,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,934,0.5502430885759604,0.6897058507011629,1.0534073713957355,-0.2299751482519806,-1.0718294247831086,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,935,0.5699276120972624,-3.1305659910961547,-1.468937407119438,-0.29901944467747726,0.9257582639034803,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,936,1.3358057554062086,-0.08812874097852876,-1.1301762172197543,0.8512949898299803,0.14697482641826431,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,937,-0.47946863131887346,-0.32860380703108816,0.5493660465584177,0.4355016756041651,0.13019154523104354,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,938,-0.6065796955264379,0.47616993189459317,-1.4099832035305326,0.783915817413385,-1.3142338587051579,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,939,0.5571522744750423,0.3305796383259729,-0.3456809045776471,-2.260406006691355,-0.8276406135714458,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,940,-0.9599483635618061,0.06477603068941733,0.49412578958771375,0.17045218141854598,0.8121107121923127,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,941,0.42885237655855146,0.5208652636552877,-0.47490183377157047,0.3402628629317065,-0.7285435706781326,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,942,1.145319386057904,-0.8838378932632007,-1.3333700673322098,-0.9491563796710913,0.2948513210408191,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,3,943,-0.687842989849812,-0.830581010469736,0.6337254802254434,-0.37686372064702456,0.5483583858154394,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,944,1.5466077455394216,-0.266010320641746,-1.787700891322039,0.1900915193623639,-0.8303600308095824,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,945,-0.09915458334523232,-0.28400020011242844,-0.1683967468771068,0.535888721001829,-0.03844597860184773,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,946,1.1955430726682614,0.4672796840865944,-0.38092051559640705,0.42069782358055496,-0.6068284435027576,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,947,-0.06259074844028936,1.8788047363440006,-0.9390643239185877,0.6238403287930144,0.571402827418871,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,948,1.2576493740042574,0.7640354233020488,0.25707218359036205,1.1697049058968547,-0.026262054505183523,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,949,-0.7019557813135217,-0.31164184441285153,-1.107993244412047,1.6473948186792347,0.9532693026607343,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,950,-0.4414084167558514,-1.1761779176481764,0.422806139768583,-1.2396188439526423,-0.6092171664397149,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,951,0.5771503190078586,-0.058298874796296765,0.8809932452765584,0.9704682473836742,-0.855796179576933,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,952,1.0363392510609684,-0.5101793220653011,1.7377591466576061,-0.7525481439647529,0.020779455549824046,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,953,2.0450844323525414,-0.26994491056562786,0.5918091481194073,-0.563691927025712,2.074274921659114,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,2,954,-0.7150862342709983,1.023366678128189,-0.06592427601447111,-0.4022638133532768,0.0002610594983934746,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,955,-0.945505943507653,0.29012791211776945,0.8714101107568272,0.6643970279601291,-0.272665147780031,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,956,-0.1952532280821145,-0.7991439461458789,0.8327893655849616,0.34850411925969554,-1.8812386339485545,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,957,0.49796796115114644,1.4381301683529342,-0.04446580917169576,1.1645998323729294,0.9852300438576189,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,958,0.3429171694187881,0.16248133770138834,-0.28250758245198265,1.0262565876514733,0.24542213556466122,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,959,0.8927290977322467,1.030139606692606,0.5475949773106618,-0.3356339052871889,-0.32176349642139696,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,960,-0.15235406772734686,0.4611847187917494,-0.7069063738694469,-0.29356034430934863,0.7281459115522361,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,961,0.18582598618058144,1.2442572557355775,-0.6438039541948196,-0.4998706158158792,-1.1855486926319123,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,962,2.270795743607854,-0.1247981825684113,0.012887027235164262,-0.6857045392158533,1.4388095888636958,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,963,-0.8430063708576848,-0.5589605030081026,-0.8606190141646758,0.12075095059916721,-2.0134772514955803,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,964,0.360471667718383,0.3975921546450134,-0.3368940216830214,-1.4014749860550322,1.7444455487232988,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,965,-0.37735314265188524,1.1581294441906924,0.0024110093246132863,0.6696177445291716,1.709302678992478,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,966,1.0348212540211028,1.127581795696919,-0.2864066184396102,-0.29532206463158933,1.3212613058783549,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,967,0.8288197293954557,-1.2528481807326528,0.5289029204882334,-0.6914067544424732,0.4910914164127539,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,1,968,-0.30997553751600365,0.33600807230893387,-1.3625211701713982,1.6054085323365144,0.6807136241327603,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,969,0.8960833519221554,-0.8178802646187233,1.038942945371769,-0.4956204370665792,-1.8310828166304178,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,970,0.979175677176029,-0.11734411807310786,-0.10937780331514854,-0.1274187311975961,-0.49528650143232406,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,971,1.4953903257251466,0.5823931748376804,0.7019010570774153,-1.5229793482898415,-0.7912767911098918,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,972,-1.0870211379807315,0.6986114789735094,1.1574238280851075,0.5056840149362917,0.09572105772575816,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,973,-2.102657853303722,1.113757016907448,-0.5016692002313298,0.5254484093613149,-0.2713210906464062,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,974,0.6747587798853436,-0.07773902589115851,0.6511215512440562,-1.5505261621786148,0.34815789322936225,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,975,1.3382619726532239,-0.06076865521239849,0.971682735129801,-0.20133436587951292,-0.9497414348191853,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,976,0.5637933879846483,0.22162619700592381,-0.7710903506456507,0.11851538272947085,0.3504006114161622,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,977,0.5922852938136931,-0.5689550042588751,-0.6906274602446894,0.35380861705070193,1.211741138158948,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,978,1.123984739496937,1.0414559628854434,0.16003289320992733,0.6740108517877991,0.9089748903758955,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,979,-0.6155341997201879,0.48848221250475493,-0.9340226825447039,-0.47623339228984163,-0.75326126003673,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,980,0.02993283598443809,0.8198435945349858,0.3999448027159166,-0.6223253536955531,-1.1601668103373033,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,1,981,-0.39771990336672686,-0.18064168742979295,1.5196956827478458,-1.1236177971461947,0.9083916969286756,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,4,982,-0.019451697836573578,-1.3194586908975507,-0.37342170681661646,-0.8323964220834518,1.9558004681045218,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,3,983,-0.9877003308573278,-1.693136069520045,1.4202782712090523,-1.21824197085002,-0.08580478798485251,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,984,0.5006825937472867,-0.590323898841659,0.48252016641041195,-0.9974536840333098,0.09252543415221666,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,985,-1.27424206932501,-1.2231177428438633,1.651400946545771,0.4538285363057199,0.9441153061616622,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,986,-1.1425286704992785,-0.5242674129681243,0.2959206904245253,-2.0209581553123823,-1.3331092360188594,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,2,987,1.0023431719144715,1.2930551962288772,-2.326734444364602,-0.2016815726334486,-0.28122675236227795,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,4,988,-1.0981873653685619,-1.9364146576921202,-0.07156502353775045,-0.7559974010383655,-1.4996315440298815,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,989,0.5975577132873402,0.10200883990422273,-1.5795526487436145,0.3258259643203905,0.5354017667028039,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,990,-0.15216165191167697,-1.0724192709909803,0.00186506101048755,-1.1333496536381662,2.3945808177728285,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,3,991,-0.24938822714777967,1.1891939086844479,0.4910717177032548,-0.33211365314932556,-0.8945744197682697,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,992,-0.2399505057378185,2.662394353599624,2.8762360817101897,1.8317342888532389,-0.6111963490836663,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,993,-0.5414015217421074,1.1165298642130002,0.982349988361971,1.1756141598950447,-0.05506238256357447,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,994,-0.7885226112830998,-1.040268358763007,-0.1307791083783142,-0.10648344122327116,-1.7576621611003989,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,995,0.10614372254513496,0.8561679524832768,0.5719044999702321,1.5730902353975253,-0.7979134137737109,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,0,996,2.870274402278299,0.7374564885659463,-0.8005835245065273,0.0054090183425674655,0.24926010013643224,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,2,997,-1.4982578465291556,-2.1698870978256046,-0.9024447859489585,0.5099156346946403,1.9576967297663106,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,998,1.7141972659697462,0.0903816753947266,-0.6189759797491966,-0.3203759788599797,-1.4865138534729507,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,0,999,-1.0959897806550989,-0.5894545658099917,1.0100662230482265,-0.714532107416173,0.3385918385421198,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,1000,0.4442531452043906,2.101245136209163,0.2274044972424712,1.3585754107633228,-1.280821056164128,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,0,1001,0.28477442139452724,0.3589654337630143,0.3582276746253027,0.8520729637716062,0.3988508308296217,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,1,1002,0.30940237518340424,0.2882663392120103,-1.3196144704387118,-0.0139426540267378,0.3703146362117674,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.0,4,1003,-0.9771847582546445,-0.7197083279109526,0.6255514083914618,-1.1292295353706046,-1.3530589014789585,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,2,1004,0.6328238881180508,1.2936629726185658,0.6910050323610241,0.6045006240951373,0.7594318351906166,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,1,1005,1.7201494317370647,0.15447268811860518,1.4053100030081185,0.18804357048881593,2.2222956701497063,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.0,0,1006,0.7350569136766708,0.2649184420903447,-0.11891898891962702,0.44614775769132087,-0.3803551879834262,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
train_oof,legacy,0.1,4,1007,-0.47684052660750464,-0.8377489087574199,-0.8036280584046924,-0.012390675619584492,-1.6418719388678287,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
test,legacy,0.1,3,1008,0.21362362570665766,-0.5155440085666732,0.6791726814348397,-0.02817423395124393,1.5202681705323267,OpenADMET-LogD,QRF,ECFP4,qrf,logd,ecfp4,legacy,qrf__logd__ecfp4__legacy/logd/QRF_ECFP4_uncertainty_values.csv
